timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,PK:,"Yes, many died on their way to South Africa. So that’s when the Malawi government decided to end the contract. And that is why we did not go back to South Africa for the second time in 1975. This is also why those of us did not manage to receive our bonuses as outlined in this booklet.",1974 plane crash;bonuses,,,
,EM:,Is this the reason that now you are pushing for the South African Government to pay back your bonuses?,bonuses,,,
,PK:,"That’s it. If we had gone back in 1975 like in my case, we could have received our bonuses.",bonuses,,,
,EM:,"Ok, Mr. Kumbemba, you went to South Africa in 1972?",,,,
,PK:,"Yes, I went to South Africa in 1973 and back in 1974",,,,
,EM:,"So, when did the plane crash?",1974 plane crash,,,
,PK:,It was in 1973.,1974 plane crash,,,
,EM:,"Ok. Now, so far, we have agreed that I can do the interview with you, ask you questions, publish what we discuss today on website or documented into book? (Consent)",,,,
,PK:,"Yes, sir go ahead. We need that even our grandchildren to be able to read and understand what we did while young,",,,,
,EM:,How was your childhood in the village you grew up?,,,,
,PK:,I had a normal childhood. In the village like any boy. We had so much poverty though.,poverty,,,
,EM:,So how did you reach this decision to go to South Africa to work in the mines?,,,,
,PK:,"When I finished my grade 8 (STD 8, Primary School Leaving Certificate), I knew I was not going anywhere due to poverty in the family. This is the time I decided to start processing the WNLA contract.",education;poverty;WNLA,,,
,EM:,Was there an academic prerequisite for one to be allowed to go to work in the mines?,education,,,
,PK:,"Not at all. There was not a requirement perse. There was no qualification whatsoever, just your physicality and good health.",health,,,
,EM:,"At your household you were many, and you managed to go to school. Who was responsible for your school fees then?",education,,,
,PK:,My parents managed to be paying for my school fees.,education,,,
,EM:,How did your parents manage to pay for your fees?,education,,,
,PK:,My parents were considerably well to do then. They had a grocery that was making money.,education;entrepreneurship,,,
,EM:,Where was this grocery?,entrepreneurship,,,
,PK:,"It was here in Mponda, Mangochi.",,,,
,EM:,"Ok, ok. And in the 1960s, there were a lot of political upheavals due to the Kamuzu Banda’s rule, did it affect you as a young man growing in Mangochi?",politics;Dr. Kamuzu Banda,,,
,PK:,Not at all. I was not involved.,politics,,,
,EM:,Around the same period there was the Chikanga myths (1960s) here in Mangochi. Did this affect you and your childhood? Were you aware of this?,Chikanga,,,
,PK:,"Not at all. It did not affect me. Yes, I heard about it.",Chikanga,,,
,EM:,"Oh! Ok. So, a young man, just finished his leaving certificate, and wanted to leave the country to go to work in the mines, in South Africa. What really motivated you?",,,,
,PK:,"Ok. You see when I finished school, like any child wanted to get married. Yet, I had no money at all to use for the wedding. Also, I asked myself, even if I get married today, what will I do with the kids to be born in the family? Will I have the money to send them to school? This is really what motivated me to migrate to South Africa.",marriage;children;family;education,,,
,EM:,Oh ok. Makes sense.,,,,
,PK:,"Yes. I planned myself that when I go to South Africa I can make money, keep some for my wedding, future fees for my children, food for my household.",marriage;children;education;family,,,
,EM:,Did you get motivated by anyone who was already there in the mines that you knew off?,,,,
,PK:,"Yes, there was a man who went to South Africa to work in the mines. When he came back home, he sent to school all his children, fed them well, lived a decent life. That motivated me.",returning home,,,
,EM:,"Oh, that’s great story. So that time this man was in South Africa already?",returning home,,,
,PK:,"Yes, he was there already.",returning home,,,
,EM:,"Your own parents, how did they take it when you announced to them of your intention to migrate?",family,,,
,PK:,"At first, they did not like the idea. But after explaining to them of my objectives of helping them by looking after myself financially, and that I wanted to find funds to finance my wedding, build a future for my future children, they understood and supported me. They said let God give him what he wants. They knew I wanted to set up my future too.",family;dangers;religion;marriage;children,,,
,EM:,"In this case you went to South Africa under the WNLA contract, right?",WNLA,,,
,PK:,Yes,WNLA,,,
,EM:,"Ok. So, what was the main process of acquiring such WNLA contract?",WNLA,,,
,PK:,"Actually, we had to go to the labour office to get the license. Then they sent you to the hospital to have examinations to ascertain that you are physically fit to work in the mines. Then they set a date for your departure.",WNLA;health;medicine,,,
,EM:,At the hospital what were they looking for?,health;medicine,,,
,PK:,Vaccination,health;medicine,,,
,EM:,Vaccination? Which one?,health;medicine,,,
,PK:,"Yes, they wanted to find out if you got polio vaccination (katemera wa nthomba). Also, they wanted to find out if you have the and WNLA accepted weight and height on the scale. Considering that I was young they wanted to find out if I have the right weight and height to manage works in the mine. There were many others who were indeed being left out as they did not meet the accepted weight/height by the South African mine authorities.",health;medicine;WNLA,,,
,EM:,But you passed all the tests?,health;medicine,,,
,PK:,"Yes, I did pass to the surprise of many as I was very young. I saw many of them being turned back. Some would be told to go home and get fitter before they come back….(laughs aloud). That’s the process. They were not just taking people as long as they have applied.",health;medicine,,,
,EM:,"Oh wow! So, after this process they were giving you date? Like you are leaving this Tuesday or Friday?",,,,
,PK:,Yes.,,,,
,EM:,"So, how were travelling? what was the mode of transport?",travel,,,
,PK:,"When we got a date from labour office, we would go there and then be picked by a transport to Wenela Bus Depot in Blantyre. here we would be waiting till our day arrives for departure to South Africa. We would travel through train.",travel,,,
,EM:,Where were you getting the train?,travel,,,
,PK:,We were getting the train at Limbe Depot. Those travelling would be made to prepare for the journey.,travel,,,
,EM:,"So, the management would come and announce who would be travelling that particular day?",travel,,,
,PK:,"Yes, they would come and announce those travelling, 25, 30 or 50 are travelling by train today.",travel,,,
,EM:,Where was the train going?,travel,,,
,PK:,To Mozambique then Zimbabwe and Botswana,travel,,,
,EM:,This train was it transporting people going to WNLA?,travel;WNLA,,,
,PK:,This train was only picking those workers going to the mines under WNLA.,travel;WNLA,,,
,EM:,You mean to say it took no other passengers? Only those by WNLA destined mines in South Africa?,travel;WNLA,,,
,PK:,"Yes, only WNLA workers no other. Other bogs were empty.",travel;WNLA,,,
,EM:,"So, you mean on the way the train did not pick any passengers even of WNLA say from Zimbabwe?",travel;WNLA,,,
,PK:,"No ways. It was only transporting Malawian WNLA workers. Zimbabwe, Mozambique all had their own trains.",travel;WNLA,,,
,EM:,"Oh ok. So, when you get into South Africa, they welcomed you and sent you to school? Where was this school? Outside or within the mine?",education,,,
,PK:,The school is outside the mine. Although this school is only for miners.,education,,,
,EM:,"Oh ok, and the teachers were they black Africans or white? And what content were they teaching you?",education,,,
,PK:,They were all black. They were teaching us how to be both in the mine and outside the mine. They also taught us the language used by miners (Fanakalo),education;Fanakalou,,,
,EM:,"So, when you get the mine, how were you housed? Independent house or common house?",housing,,,
,PK:,"We were put into compounds. Like me I was in Biskop mines. So, I was housed in E Compound.",housing,,,
,EM:,Ok go on!,,,,
,PK:,"There were like 20 compounds. We were all mixed though Malawians would be in their own compound. The Shaganis (from Mozambique), Xosas (local South Africans) all had their own blocks of compounds.",housing;Shangaan people,,,
,EM:,"So, there were no mixing of people of different countries in the blocks of compounds?",housing,,,
,PK:,"No! No! there was no mixing, Malawians had their own block of compounds, so the Mozambicans.",housing,,,
,EM:,"So that way when Malawians are amongst themselves could speak their language, say Chichewa? Mozambicans Shangani etc.?",language,,,
,PK:,"Yes. When we met Malawians, we could speak Chichewa but when we mix with other nationalities, we spoke fanakalo.",language;Fanakalou,,,
,EM:,"On a working day, what did you report to work in the mine?",,,,
,PK:,"We reported to work at 6am. You clocked in, get into the train/lift into downstairs the mines",dangers,,,
,EM:,"So, you woke up, get ready, at 6am report at the station, clock in, and off into the cage-lifts to your specific level in the mine?",,,,
,PK:,"Exactly. When you get into the cage lift you go down to your stage like mine was in stage 15. Others in the lift could continue to 16, 17 etc.",dangers,,,
,EM:,I get you. How about sanitation? How was it like inside the mines? Did you have cleanliness measures?,dangers;health,,,
,PK:,"Oh! Sanitation was a major issue in the mines. Very very clean indeed. We had moveable toilets, well closed. When it is full, it was elevated to get rid of the dirty outside.",dangers;health,,,
,EM:,Is that so.,dangers;health,,,
,PK:,Yes. We had no issue on health security,dangers;health,,,
,EM:,Tell me something about the Izibondo?,izibondo,,,
,PK:,"Yes! Yes! This was the head, leader appointed to take care of the compound. And when he sees you are young, like what I was, they would want to sleep with you (Matanyula).",izibondo;homosexuality,,,
,EM:,"Oh! I see. So, these were leaders?",izibondo,,,
,PK:,"Yes, they had so many powers within themselves. They could abuse us the way they wanted. He was the most fearful people in mine.",izibondo;dangers,,,
,EM:,"So, could they be reported to his superiors? If so, what actions or punishment were they given?",izibondo;dangers,,,
,PK:,When reported mostly were removed and sent back home.,izibondo;dangers,,,
,EM:,Amongst the Izibondo were there Malawians?,izibondo,,,
,PK:,Yes but a few. Mostly were the Shanganis. Very few were Malawians.,izibondo;Shangaan people,,,
,EM:,What about the food?,food,,,
[00:26:53],PK:,Oh! The food was fantastic. The had a variety of food. You could choose what you liked that particular day.,food,,,
,EM:,"Great stuff. So, before you left for South Africa, would you probably know someone, a relative who was already there?",family,,,
,PK:,Ohm no. I didn’t know anyone there.,,,,
,EM:,"So, you just left?",,,,
,PK:,"Yes, I just left with knowing anyone already there.",,,,
,EM:,Oh! Ok. And what was your relationship with miners of other countries?,,,,
,PK:,We had a good working relationship with other miners from different countries. We respected each other and treated each other as one family. We shared objectives.,,,,
,EM:,"Brilliant. So, what was your job in the mine?",,,,
,PK:,I was working as Tchisa boy (horse boy),,,,
,EM:,What did that entail?,,,,
,PK:,"I was the one who would clean the stones with water horse pipe. There was too much dust in the mines. Hence water horse pipe would clean the dust, plus marking the square meter, an area to be dug.",,,,
,EM:,"So, when you meet within the mine with other workers from other different countries, what language were you using to communicate?",language;Fanakalou,,,
,PK:,We used Bantu language called Fanakalo.,language;Fanakalou,,,
,EM:,Oh! this Bantu language spoken in the mines only?,language;Fanakalou,,,
,PK:,"Yes, only in the mines. Outside no one would understand the language.",language;Fanakalou,,,
,EM:,"As a young man working in the mine, were you able to make a relationship with outside girls?",dating,,,
,PK:,No ways. You can’t have such relationships.,dating,,,
,EM:,Oh! Really? Why not?,dating,,,
,PK:,Because you can easily lose weight if you indulge in sexual relationships. The nature of the job would not really be conducive to be reckless. You would not stay longer to finish your contract.,dating;health;absenteeism,,,
,EM:,Oh really?,dating;health;absenteeism,,,
,PK:,"Most men were running away from their contracts. They would go to the Malawian leader to inform him he would not manage to finish the contract. (Nilefilikile nayamba khaya manji {I want to go home, I have failed})",absenteeism,,,
,EM:,Okay. Would that be driven by desire to have sexual relationship?,dating,,,
,PK:,Yes. And immediately he would be relieved of duty and sent back home. They would not hold him at all.,dating;absenteeism,,,
,EM:,Okay. Would they offer him anything monetary wise?,dating,,,
,PK:,"Nothing. Since you have chosen to leave without honouring your contract, they were not obliged to pay you anything.",dating;absenteeism,,,
,EM:,How was the management seeing you as people of different nations? Was there some sort of segregation?,,,,
,PK:,"In the mine, there was not any segregation. We were treated the same",,,,
,EM:,Oh! Ok that’s great. I thought they would favour people of one country to the other.,,,,
,PK:,"No ways. The white manager really loved me. When I knocked off, he would pick me to his house, I met his family and have dinner together. After that he would drive me back to the mine. No segregation at all.",,,,
,EM:,Wow that is good to hear. And was there a moment you requested the management for wage increment? What about striking over salary hike?,,,,
,PK:,Not at all.,,,,
,EM:,"So, it meant you were all happy with the renumeration?",,,,
,PK:,"Very much so. And if you wanted to make more money, you could request for extra shifts/overtime. You could increase the income through extra hours.",,,,
,EM:,That was good. Now while in South Africa was Malawi government represented? Someone who listened to your welfare.,politics,,,
,PK:,"Yes, Malawi Ambassador was taking care of us. He was our representative.",politics,,,
,EM:,Where was he based? Pretoria or South Africa?,politics,,,
,PK:,He was staying in Johannesburg.,Johannesburg;politics,,,
,EM:,Is that the place you took your concerns? Did you ever go to him for assistance while working in the mines?,politics,,,
,PK:,Not at all. I did not have any problem that warranted his services,politics,,,
,EM:,"That is great. Why in the mines, were you able to listen to radios or TVs? If so, what news were you listening to?",entertainment;radio,,,
,PK:,"Yes, we used to listen to the radio. However, we were listening to the local channels and only local south African news",radio;entertainment,,,
,EM:,"So, you did not have a chance to listen to anything from home?",radio;entertainment,,,
,PK:,No chance,entertainment;radio,,,
,EM:,Was there a program or new radio that you enjoyed watching or listening to?,entertainment;radio,,,
,PK:,There was no news. They liked putting music channels only.,entertainment;radio;music,,,
,EM:,What was the reason why they didn’t put news channels?,entertainment;radio,,,
,PK:,"Not sure why? And if you want to get some news, you will need to go to the shops to buy newspapers.",entertainment;radio,,,
,EM:,"So, newspapers were accepted?",entertainment,,,
,PK:,Very much so. We could at times read what is happening in Malawi in the local newspapers.,entertainment,,,
,EM:,Were you like having off days?,entertainment,,,
,PK:,"Yes. Basically, Saturday and Sunday. When we had overtime, we could work up to Sunday.",entertainment,,,
,EM:,Were you like going out on your free days? (Saturday and Sundays)?,entertainment,,,
,PK:,"Not often because we were afraid of thugs. Remember we were foreigners, and they could easily identify us as foreigners working in the mines.",entertainment;dangers,,,
,EM:,"Were you also watching films, movies on your free days?",entertainment;movies,,,
,PK:,"No, we weren’t watching at all. Only listening to music on the radio.",entertainment;music;radio,,,
,EM:,Were you at times being worried about losing your job in the middle of your contract?,,,,
,PK:,Oh! No. We were very protected. Unless one chooses to play around and decide to quit the contract.,absenteeism,,,
,EM:,During your off days were you able to attend prayer services?,religion,,,
,PK:,"Yes. They allowed us to go to our churches and mosques. Like in my case am a Moslem, I would request in the mine to work half day that I can attend prayer services at the nearest Mosque.",religion,,,
,EM:,"Me Oh! Great. So, most of these Fridays you worked half day?",religion,,,
,PK:,"Yes, soon after work I would rush to the Mosque to pray with other congregants. I would knock off at 10am, get to the hostel and leave at 11am for the Mosque",religion,,,
,EM:,"So, for you Saturday and Sunday remained your off days?",entertainment,,,
,PK:,"Yes,",entertainment,,,
,EM:,"While at the mine, did you create a close relationship with anyone from other countries?",,,,
,PK:,"Yes, I did have one, Armando from Mozambique.",,,,
,EM:,Do you still have that relationship with him?,,,,
,PK:,No! the relationship ended when we partied ways. His name was Armando Antonio,,,,
,EM:,"Oh, I see, Armando Antonio. While working in the mine, was there an occasion where you or someone else did get injured?",health,,,
,PK:,"For me I finished my whole contract without seeing any miner getting injured in the mine. That’s at least from my section, could be different from other sections of the mine.",health,,,
,EM:,It has been a common complaint amongst those in the mining industry that they mostly suffer from TB and Tychosis (Not sure what it is. Though he mentioned several times). Did you ever suffer from it?,health,,,
,PK:,"Indeed, this is common in the mines due to too much dust. Many miners suffered TB, and I suffered Tychosis (sp). It took me 21 days to heal.",health,,,
,EM:,"Oh really, sorry. So, you were treated of it within the mine or outside?",health,,,
,PK:,I was getting the treatment outside the mine.,health,,,
,EM:,Were you being transported of you could go alone to get the treatment?,travel;health,,,
,PK:,"I used to go alone. When my medicine finished, I could go out to get extra medicine.",travel;health,,,
,EM:,Were you rested when you were diagnosed with the tychosis?,health,,,
,PK:,No. I was still working while on medication,health,,,
,EM:,In your section how many people suffered from this disease?,health,,,
,PK:,We were at least three miners who suffered from this disease in my section.,health,,,
,EM:,But the management of the mine assisted with treatment?,health,,,
,PK:,Yes,health,,,
,EM:,"Let me ask again this question. Back home when you going through the process of acquiring this WNLA contract, was there at any point where government officials requested a kickback to fasten your application?",corruption,,,
,PK:,No ways. There was no any act like that one at all. No corruption during the Kamuzu’s regime. (Dr Hastings Kamuzu Banda era),corruption;Dr. Kamuzu Banda,,,
,EM:,No corruption during Kamuzu’s time,Dr. Kamuzu Banda;corruption,,,
,PK:,"(laughs)not at all, he was a no nonsense. It was like you would fear his omnipresent.",Dr. Kamuzu Banda;corruption,,,
,EM:,"So, what was your wage like?",wages,,,
,PK:,"In my case I was receiving R1,37 per day.",wages,,,
,EM:,So R1.37 cents. What about a monthly wage?,wages,,,
,PK:,We were getting half wage as the other half was remitted directly to our savings account back home in Malawi.,wages;remittances,,,
,EM:,"So, how was this possible?",wages;remittances,,,
,PK:,"Before we left for South Africa, we were required to open up a savings account that WNLA can remit directly.",wages;remittances;WNLA,,,
,EM:,The remitted money was it given to the parents and relatives?,remittances,,,
,PK:,That money remained the account. Nobody had access to it. This is the money we received when we came back home. We got it upon arrival.,remittances,,,
,EM:,Oh okay. That’s wonderful.,remittances,,,
,PK:,Yes. That’s the money I used at my wedding. The remainder remained in my account. Helped me start my business and educated my children.,remittances;marriage;children;entrepreneurship,,,
,EM:,"So, you mean the other half that you received while worked in the mines in South Africa was enough for clothing, and other expenditures?",wages,,,
,PK:,"Yes, it was very enough.",wages,,,
,EM:,Did you use that money to buy anything of significance while in South Africa?,purchases,,,
,PK:,"Not really. If anything, I bought bicycle and clothing materials such as blankets",purchases;bicycles;clothing,,,
,EM:,"Since you did not have a woman, most of your monies were idle and well kept?",marriage;dating,,,
,PK:,Yes. I was single,marriage;dating,,,
,EM:,"So, you only bought bicycle? Where did you buy it? South Africa?",bicycles,,,
,PK:,"No, I bought it here upon arrival.",bicycles,,,
,EM:,"Tell me, while in South Africa, was it possible to leave the mines and contract and go and look for different employment? Like gardening etc.?",travel,,,
,PK:,"Yes, it was very possible",travel,,,
,EM:,It wasn’t problem with government and immigrations?,politics,,,
,PK:,"No, it was not a problem. However, the government or the mining company was not to pay for his transportation back home. He would need to source his own money. He was no longer on a contract.",politics;travel,,,
,EM:,"What if you are outside, and now your contracted days with the mine are over and want to remain in the country, would you just go to immigration to renew your contract?",travel,,,
,PK:,"No, you needed to come back home to renew, they would not allow you to renew while in South Africa.",travel,,,
,EM:,What about people trying to come to South Africa through WNLA legal contract?,WNLA,,,
,PK:,"Yes, people used to do that too. They would get the contract with WNLA and when they arrive in the mine, they would stay a few days and run away to go get other piece jobs other than the mines. Many also did that",absenteeism;WNLA,,,
,EM:,"Wow! So, people could that?",absenteeism;WNLA,,,
,PK:,Yes. And many who did that are very rich now. They are millionaires in South Africa. They married there and have settled there.,absenteeism;WNLA,,,
,EM:,Why was that?,absenteeism;WNLA,,,
,PK:,Because they received more money outside the mine jobs compared to us in the mines. Inside WNLA paid according to Government’s salary scale which was normal. Outside they paid higher than the government scale.,absenteeism;WNLA;wages,,,
,EM:,"Oh, I see.",WNLA,,,
,PK:,"Outside it was not regularized. While in the mines, we were regularized. Dr. Kamuzu Banda made sure they paid us less not to go beyond those on the government pay roll. To him, if these miners received higher than the government officers, they would be boasting as very important than them. They would be pompous. (Some sort of injustice)",Dr. Kamuzu Banda;wages,,,
,EM:,"That’s some injustice. Not fair at all. During your time in the mines, did the apartheid felt outside affected you in anyway?",apartheid,,,
,PK:,Not at all.,apartheid,,,
,EM:,What about when you left the mines? Would you encounter apartheid through the police and citizens?,apartheid;travel,,,
,PK:,"We hardly moved out of the mines. If we did, we had numbers tucked on our arms to indicate that we are foreign miners. The police really respected us. We had no issues at all.",apartheid;travel,,,
,EM:,Even if the police were white? They would bully you?,apartheid,,,
,PK:,"Not all, we had a very good reputation and respected us and protected us.",apartheid,,,
,EM:,"Now towards the end, when the contract is about to end (1974) what motivated you to come back home?",returning home,,,
,PK:,"For me, it was obvious. I wanted to go back home to find a woman to marry.",marriage;returning home,,,
,EM:,Ok. You had objectives to achieve in South Africa and now you want to go back home to implement them?,returning home,,,
,PK:,Yes.,returning home,,,
,EM:,"Wow! Fantastic, so when you came back home, how did the parents receive you back?",returning home;family,,,
,PK:,They received me well.,returning home;family,,,
,EM:,Oh! Ok that our son had left and now is back home safely and with full of energy.,returning home;family,,,
,PK:,"Yes, and immediately found a woman and married her.",returning home;marriage,,,
,EM:,Eeeeh that was fast?,returning home;marriage,,,
,PK:,"Yes, I was hungry. I needed a woman that now I had money.",returning home;marriage,,,
,EM:,hahahahaahhahah that was great. You had everything. Nothing really to delay you. Ok.,returning home;marriage,,,
,PK:,"Yes. You see I married in 1975, and in 1977 got my first born.",returning home;marriage;children,,,
,EM:,"So, you left for South Africa in 1972, first time. You arrived there and got inducted into the mine’s etiquette, mine language (fanakalo), started to work effectively, you got sick of TB and Sycosis. You got well treated and came back home well and fit. While sick did you continue working?",Fanakalou;health,,,
,PK:,"No, I stopped working for 21 days while receiving treatment.",health,,,
,EM:,"I was wondering. So, when you were healed resumed to work till the end of your contract (1974). Upon completion of your contract, you came home. Tell me when you got home, did you get your money in the saving account tampered by government or any other officials?",health;travel;wages;corruption,,,
,PK:,"No, I found it intact untampered.",wages,,,
,EM:,Ok. I have already scanned your documents. And this should be it. Is there anything you would like to add?,,,,
,PK:,To add is to ask the current government to push South African government to remit the bonuses that we did not receive. The money we left behind in South Africa. Some of us are alive and other unfortunately have died will not be able to receive these money. They should hasten the processes whatever they are.,remittances;bonuses,,,
,EM:,"So, you mean the money got to Malawi and is Malawi Government?",bonuses,,,
,PK:,"Yes, this money was remitted to Malawi government and sitting idle somewhere.",bonuses,,,
,EM:,Is this money (bonus) calculated per individual case or just sent a chunk of it and asked the Malawi Government to administer it?,bounses,,,
,PK:,I don’t know what process they have adopted.,bonuses,,,
,EM:,"What about those who have died, what is going to happen?",bonuses,,,
,PK:,I think they are going to remit to their beneficiaries.,bonuses,,,
,EM:,"No, I want to thank you for the information you have given me. This is very important to our project. Thank you for your consent to use this information in the book(s), articles, website, and other forms deemed feasible. We would hope your grandchildren will appreciate that we kept your experiences.",,,,
