timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,LP:,"Did you used to have organisations for people working or living together, or any trade unions?",Tumbuka Burial Society,,,
,AG:,"Yes, the organisations were there. Some of them were for everyone but there were some specifically for Malawians. The ones that I knew of were the burial societies. These organisations were started by Malawians. Because they were not originally from there, they did not have the villages or places to go for funerals and burials, so that is why they came up with the societies. It was very much the Malawians who came up with these. They used to collect money weekly or monthly as a contribution towards these societies, so they could buy food and coffins for the burial ceremony. The Shona later joined these societies because they were impressed by the unity among the Malawians. ",Tumbuka Burial Society,,,
,LP:,"Did you have churches specifically for Malawians? ",CCAP,,,
,AG:,"The churches were not selective, they were not meant for one group or another, but when the Shona saw that Malawians were patronising one church over another, they would brand it a Church of Mablantyre, most of the Shona wouldn’t go there. If you saw a Shona go to that church, maybe if it was a woman she would be following her husband, but Shona didn’t usually go to such churches. ",CCAP,,,
,AG:,"There were several churches for Malawians, such as the CCAP. The CCAP was predominantly a Malawian church. Malawians from farms and from the towns would attend the CCAP. ",CCAP,,,
,LP:,Did Malawian participate in politics in Zimbabwe?,,,,
,AG:,"We used to participate, because they wanted more votes. ",,,,
,LP:,"So, you think they allowed people to participate purely to increase their support base or were they able to take positions within parties?",,,,
,AG:,"The President of a party would not mind, everyone was considered able to take part, but if it wasn’t for the leaders and those in the higher positions Malawians would have been chased back a long time ago.",,,,
,LP:,Did you participate in any meetings when Zimbabwe was obtaining independence?,,,,
,AG:,Because we were living in Gwibi Colllege and it was a government building we were not allowed to attend the meetings. It was only after independence that people from government institutions started attending meetings and rallies. After independence some Malawians were even given positions within the party.,1980s,,,
,LP:,Did you used to communicate with relatives back home when you were in Zimbabwe?,communication,,,
,AG:,"The communication was good, we used to write letters to each other and we even used to send money to my mother-in-law.",communication,,,
,LP:,While you were in Zimbabwe did you ever come back for any holidays to see relations?,returning home,,,
,AG:,"No, it was my first-born son who first came here to Malawi. And then his sister came after he had already come. ",children,,,
,LP:,So how were you welcomed on your arrival back home?,returning home,,,
,AG:,"We were welcomed well because we used to send them things like money and clothing. When we came back it felt as if we had grown up together because of the communication we had, it wasn’t very difficult. ",returning home;communication;remittances (voluntary and forced),,,
,LP:,"So, had you not been sending things would you not have been so welcomed?",returning home;remittances (voluntary and forced),,,
,AG:,"Yes, it would have been more difficult. ",returning home;remittances (voluntary and forced),,,
,LP:,"How about this land, did you buy this on your arrival?",returning home,,,
,AG:,"We already had this land and my husband’s brother used to look after it for us when we were away. Some people were interested in this land but he (the husband’s brother) had to keep them away. When we came back, we found our land.",returning home,,,
,LP:,How did you feel on arrival and how long did it take you to get used to the new environment?,returning home,,,
,AG:,"When I came here, I felt as if I was coming home. In Zimbabwe we used to be called Mablantyre so I was never really happy there. I was prepared for what I was going to face when I came back, that is why I have never really found it difficult to stay here. I just had the heart to come home, even if I had to come here and eat greens (bonongwe) I was happier than staying in Zimbabwe where the food was good because I was tired of all the name calling, “Mablantyre”… people used to tell me that because I was stout that when I came to Malawi I would lose weight because the food wasn’t good, but I didn’t really care. And then when people used to tell me that I would tell them it was fine, that I would eat whatever was found in Malawi.",returning home;food,,,
,AG:,"I didn’t really find it difficult to adapt to farming because in Zimbabwe, although we were not allowed a garden at the college, we used to have a piece of land by the railway line where we used to grow maize.",returning home;food,,,
,LP:,Do you have any relatives still in Zimbabwe?,family,,,
,AG:,"Yes, I left some still there. Some of my relatives told me that when I came here, I would die, but I have been living here for the past 12 years and I am happy. I don’t wish to go back especially with the problems there now, some of my relatives really want to come here but they can’t. ",family;returning home,,,
,LP:,"What made you marry a Malawian man? What were the differences between Malawian men and those form Zimbabwe? ",marriage,,,
,AG:,My mother is Angoni from Mwanza and because of the attitude of the Shona it would not have been a good idea for us to marry Shona men. We grew up with the mentality that we would marry somebody form Malawi.,marriage,,,
,LP:,Did you and your sisters all marry Malawian men?,marriage,,,
,AG:,"Yes, all of us married Malawian men. ",marriage,,,
,LP:,"So, you were lucky to marry a fellow Angoni?",marriage,,,
,AG:,"Yes, we used to hunt for them! Even if there were some Shona guys who were wealthy and wanted to marry us, we didn’t see them as men, we were only interested in Malawians.    ",marriage,,,
,ZG:,"Mrs. Galatiya, what was your father’s occupation in Zimbabwe?",miner,,,
,AG:,He worked in the mines.,miner,,,
,ZG:,"Was your mother Zimbabwean? ",,,,
,AG:,"Yes. ",,,,
,ZG:,Did your father remain in Zimbabwe?,,,,
,AG:,Agnes says that her father died in Zimbabwe.,,,,
