timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,EM,"Also try private lawyers. Or let your mom approach the Women Lawyers association. They can help too on pro bono.",,,,
,MKM,"Oh really? Is that possible?",,,,
,EM,"Yes. I have one who most often, depending on the case, does on pro bono. For instance, the evicted residents of Malawi Housing at Ngumbe. He assisted them freely",,,,
,MKM," Okay maybe we need to explore more to get my dad’s bonuses",,,,
,EM,"What about his savings while working in the mines? The ones the government kept for him. Did he receive it before his death?",,,,
,MKM,"Ommmmm am not sure. He never told us anything on that. I was his first born hence he used to tell me many things. Nothing on that.",,,,
,EM,"So, you need task about that as well. It was his entitlement.",,,,
,MKM,"Oh okay. I will indeed find out about that as well",,,,
,EM,"As we go towards the end of our chat, we talked about why he had to leave for South Africa? To which you said, he wanted to get more money to alleviate family poverty by sending his children to school, build a descent house, and bought a land. We also talked abut his health and how he finished his contract. That he did not access his bonus, that he died of TB.",,,,
,MKM,"Exactly.",,,,
,EM,"I also asked about your consent to publish these materials in books or on website?",,,,
,MKM,"Yes, I have no problem at all to get these materials published either in my name or any other form.",,,,
,EM,"Thank you so much for your time and value to this project.",,,,
,MKM,"Thank you.",,,,
,EM,"So, what was the full name of your dad? I see on this identity card that he was also a chief.",,,,
,MKM,"Exactly, he was the son of chief Masudi. So, his full name was Kalonga Masudi.",,,,
,EM,"I get it. Thank you.",,,,
