timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,,"Though working within a predominantly Indian mosque, there was “no problem among Muslims whether he is Black or White or Indian, there is no problem, there is no racialism. Many mosques you'll see many leading personalities are black and not Indian, and the Indians are in their hundreds - in one of the mosques near us we are the same.”",Islam,,,
,,"As well as teaching at Marabastad, Yusuf taught in Eastrus, a coloured community in the 1970s and 1980s. This “was the first Islamic School my father got the congregation to build. They built the mosque and then he said you need to build an Islamic school.” Numerous people remembered Yusuf when Rabia went to pray there in 2014, “he taught at Earstrus for a long period of time - he left a legacy there.”      ",educator;Islam;Pretoria,,,
,,"As well as working for the Pretoria Muslim Trust, Yusuf was also a spiritual healer. Rabia recalled, “he had a spiritual connection to another realm - people came from all different walks of life; Indian, Afrikaans who would come to him for healing.” Sakina remembered “there was this one time there was this child who was having a seizure and his parents brought him. I was totally scared of him, and I saw my dad and this boy was fitting, there was foam coming out of his mouth, and my dad prayed and gave him a drink. I was thinking is it the water that calmed him down, or is it my dad? What is my dad? I was extremely scared of him after that. I thought I don't want to say anything to this man, if he said anything to me I would just do it, if my mum said something I'd be like I'm not doing that. I was never obnoxious with my dad, after that incident - it really set fear in me.”",faith healer,,,
,,"Family life was very important to Yusuf and Hawa, Sakina recollecting “our father loved us so all, so much!” After Sakina's birth in 1956, Fatima was born in 1960, followed by Rookaya in 1963. Two more sisters Khatija and Zaytoon were born later in the 1960s. “When it came to his children - he protected us with everything he had.” He also supported their inquisitiveness. “If you asked him for anything he would never say I don't know. He would say let's find out about it, and he would have a discussion with you. Whereas my mum was an authoritarian...when you have five children, you don't have the time to be sitting down and talking to each one of them, and you have a busy life...For my dad it was easy, he was a priest and he had all this time.”",children,,,
,,"Sakina attended the local Indian school in Marabastad, exploiting the fact that the family lived within a coloured area. Rabia reflected that “they were hard on her - they told me, they pushed her academically”, but they also allowed their children to go to the cinema and drove Sakina to the local library.",education,,,
,,"As well as look after her children, Hawa was an entrepreneur and traded in second hand clothes in return for crockery. Yusuf's “job paid him less than when I started working. It was God and my mum and him being a healer that allowed us to go to an Indian school. My mum was vociferous that we get educated - she would say 'I work hard so that you get educated. I don't want you coming back here with your ten children and eating my pension money. She was so clear about that.”",business owner;clothing;school fees;education;children,,,
,,"Attachment to his family meant that though a humanitarian and a human rights activist, Yusuf did not get involved in politics - due to the risk of deportation and the fact that this would break his young family apart. Nevertheless Rabia remembered “he told me stories of how he burned his pass book.”",dangers;apartheid,,,
,,"Living a successful life in South Africa, Yusuf did not return to Malawi until 1987. He did retain links with Malawi though. Yusuf was proud of his heritage – “there was no kind of hidden story about it - we knew our dad was Malawian and we were Malawians.” “That gave us a sense of who we are - you are Africans, you have your roots in Africa, and that's who you are...He was an Africanist - in terms of helping Africans”.",returning home,,,
,,"“All men who came from Malawi, because they were in South Africa they saw themselves as brothers. It didn't matter where in Malawi they were from as long as they were from Malawi. So they would have a kind of united process - banking among each other, they would assist each other”.",social life,,,
,,"“So when we were growing up my dad would say this is my brother, so we didn't understand the concept of brother - gee he's got a lot of brothers. When we became aware of the concept of blood brother we sat our Dad down and said, 'so which one is your blood brother and which one is your brother because he came from the same village or the same country?” It was only at this point that Sakina learnt Ahmed was her blood uncle.",social life,,,
,,"Throughout the year there would be numerous Malawian gatherings – “at different points people would have a fatija, or a just a gathering for prayer or zika, and people would come. And also there was a kind of solidarity for people coming from Malawi, because even if you didn't have a direct relation, there was a brotherhood. Very interesting because when you look at Johannesburg, the Basotho and among the Zulu people you had different cliques. And some would call it gangs, but what the tsotsis emerged out of was these different brotherhoods. When you came here it was like having a network that would help you set up, whether it's finding a job or having a place to stay for a couple of days, or if you were just passing through.”",social life,,,
,,"Yusuf himself was a central figure in the local network supporting Malawians. “He would help people - their home it was a space where visitors were always welcome, and people would come and stay there.”",social life,,,
,,"“On Sunday he would go to Mapobane, where there were a lot more Malawians there and they would sit and they would do all of the administrative stuff that they needed to do, or alternatively they would come to our house...because everyone congregated at our house, my dad dealt with a lot of things.” Those staying at their home included “people from Mangochi, or even from other places like Dedza.” To support this community Yusuf at the end of the 1960s “put together a structure and it was called the Malawian Association.”",Malawian association;social life;1960s,,,
,,"“The whole thing started because when someone died they would have to go to the Indian people and ask them to assist, and this was not right - because we all worked and we all could contribute.” “They had to contribute every week, so if anything happened to anybody they would take money from there, and then they would assist. If there was a death, they would assist out of that money, if someone was sick and needed to go back to Malawi, that money would come from there. So there was a pool of money and if anyone was not in a job, or something like that they would then use money from there.”",Malawian association;social life;1960s,,,
,,"As a result of both Yusuf and Hawa's jobs “we were OK, and so my father had a lot of cars - my father liked cars - so I think that the people thought he was buying cars with that money.” In 1980, “there was a fall out - and he said take your money, take your things, I don't have to do this, I really am not doing this for me, I'm doing this for us.” Sakina at the time “really don't understand it because they had a secretary, Uncle Yassim, they had a treasurer - and my father was the chairperson. So I don't understand how they thought my father was underhand , because there wasn't much money, my dad would say to me I need to count it because they wrote it in a book, and then he would give the money to Uncle Mmerjie, who kept the money - so if anything happened to them they knew they could go to Uncle Mmerjie. The money was not kept in our house. When my dad stopped doing it the whole thing disintegrated”.",consumer goods;1980s;Malawian association,,,
,,"Yusuf also kept in touch with his five sisters back in Malawi – “he maintained links because there were letters that were passed through.” Yusuf would often send money back to Mangochi and his children “had to send all our clothes to Malawi...a whole lot of people would come from time to time and they would take stuff.” In the 1980s, Yusuf also sent his daughters Sakina and Hatija to Malawi for a year so they could learn about their heritage and how to keep a home.",communication;remittances (voluntary and forced),,,
,,"Yusuf himself only went back to Malawi once, in 1987. “Because he had us - and there was no way he was going to leave us. And we had our children, who were obviously his grandchildren. This was home for him and he was not going to go away and leave my mum.”",returning home,,,
,,"“Malawi is not an easy place to visit, because the expectation when you go is that you are money to solve all of their problems, and I said that to my Dad and he said these are poor people, and that's how poor people are.”",remittances (voluntary and forced);returning home,,,
,,"“He wasn't dismissive, [of his sisters back in Malawi] but he felt sorry for them that they'd not moved. But obviously these were women, and they had lots of children etc, etc. Some of them their husbands died, and two of his sisters were not married to Muslim men they were married to Christian men.”",remittances (voluntary and forced),,,
,,"Though within Muslim circles, Yusuf's racial background was not a problem, it did cause some friction with his relationship to Hawa's brothers. “When we went to my mum's family they would say mablantyre [from Blantyre], and we were like what's that? And then one day, my mum's brother, instead of just calling my sister Fatima (who looked darker, more like a Malawian) he would say ‘mablantyre lahow likha nire’, and my father would be so annoyed. One day he said to my mother ‘I actually don't like your brothers - they're dividing my children. I don't appreciate it, can you please have a discussion with them.’”",discrimination;family;marriage,,,
,,"This prejudice has only increased over the last two decades. “He came at a time when being black was something that resented and hated, if you grew up in an Apartheid context it didn't matter what shade of black you were or where you were from, you experienced that kind of oppression and injustice on a daily basis. Just being able to walk on a particular side of the road, sit on a bus, or even go into a library...When I stayed with him he would take me to the library, but he would make me aware that this was something that people didn't always have access to and what a privilege it was.”",discrimination;apartheid,,,
,,"“Post-1994 there was discomfort with foreigners. A lot of the time the police would go and see if people had work permits and would lock them up. You'd always hear at the markets, oh so and so's not here because they've been locked up...It became more intense over the years. Now you're a foreigner, a Somalian, a Malawian. The early parts of the 90s you'd say my lineage, I’m from Malawi and I also have ties here and it was something that was accepted...” For Rabia the meaning of being a Malawians has changed – “now it's like all these people have come and taken our jobs.”",1990s;discrimination,,,
,,"Yusuf lived a very successful life, going for Haj in the late 1980s and continuing to work at the Marabastad mosque until his retirement in 2000. He gave an excellent foundation for his family in South Africa – “position and status are tied to your parents, not so much in terms of wealth, but morality...Moral beliefs play a big role.” Sakina nevertheless reflected that, “I don't think it was easy...I think my father held his own because he was very eloquent and read very well, and because he understood human nature he was able to have a good standing within the Indian community but also within any community... a lot of the people in my generation were taught by him.” After Yusuf retired in 2000, he lived in the mosque precinct until 2004, when he relocated across the road when the mosque was rebuilt in 2004. Yusuf Saidi passed away in 2005.",Islam;social life,,,
