timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,AM:,I had to go to the Traditional Authority to get the authority,marriage,,,
,EM:,What was the authority for?,marriage,,,
,AM:,That I can ably travel to South Africa. Without that authority you can not be considered for the contract,marriage,,,
,EM:,So where else did you go after obtaining such authority?,marriage,,,
,AM:,I had to go the labour office. We were leaving from there,marriage,,,
,EM:,"Oh, I see. Now that you were to get labour officers organize for you, did you have to bribe any of them that you are considered?",marriage,,,
,AM:,Not at all. That never happened to me. I was only told to go home to wait for the numbers of those travelling with me. We left when the number is reached,education,,,
,EM:,"Oh, I see. I thought you had to give some kickbacks to the officers for them to look at your application favorably. ",education,,,
,AM:,Not at all,education,,,
,EM:,"Now you are at Labour Office, what was the determinant factor that marked that you are ready, or you are a fit for the WNLA contract?",education,,,
,AM:,"What happened was this. When you arrive at the Labour Office, they register you, and when number is reached, they take you to Blantyre, at WNLA house. After two or three days at WNLA, they brought you to the doctor. When the doctor finds you fit, then the journey is ready for you. They took you to the airport for the flight.",education,,,
,EM:,"So, you were flying by airplane to South Africa?",education,,,
,AM:,"Yes, we used to fly by airplane.",education,,,
,EM:,Who was responsible for the flight tickets?,education;marriage,,,
,AM:,Government of Nyasaland was paying for our air tickets,1960s,,,
,EM:,"So, it was government of Nyasaland not South Africa?",MCP;1960s,,,
,AM:,"No, it was Nyasaland with the agreement of South African government as it wanted people to work in its mines.",MCP;1960s,,,
,EM:,"when you are almost ready, how did you know?",MCP;1960s,,,
,AM:,They could tell us that all the processes are over and we are leaving on such a date,MCP;1960s,,,
,EM:,Ok,MCP;1960s,,,
,AM:,"Today you are to sleep at Ngumbe, with the flight tomorrow at Chileka Airport. That marked that everything is ready",MCP;1960s,,,
,EM:,But others had to travel by trains?,MCP;1960s,,,
,AM:,"Yes, others travelled through the train. But in our case, we flew to Botswana where we got the train to Johannesburg.",MCP;1960s,,,
,EM:,"Alright. So, you flew to Botswana and then got into a train to Mzilikazi?",MCP;1960s,,,
,AM:,Yes. And it was at Mzilikazi where we were distributed accordingly to our respective working place.,MCP;1960s,,,
,EM:,What happens further?,MCP;1960s,,,
,AM:,"They give you a form of a contract (like that I showed you) and they drop you your mine. When you arrive, they did a few tests on you. They took a picture of you. When the results arrive, they call you and get them and if you had diseases, they would send you to the hospital for treatment.",MCP;1960s,,,
,EM:,"Oh really. So, if they found you with some disease, they send you to the hospital and not send you back home?",MCP;1960s,,,
,AM:,"No, they took you to the hospital, when you are healed, that’s when they sent you to your designated mine to start work. However, there some disease that they could easily send you back home. For instance, epilepsy. ",MCP;1960s,,,
,EM:,"Oh, I see. So what was your mine?",MCP;1960s,,,
,AM:,St Helena,MCP;1960s,,,
,EM:,"Oh, St Helena! I see",MCP;1960s,,,
,AM:,"Yes. If everything okay, you were introduced to your mine",MCP;1960s,,,
,EM:,"Now that you are at your designated mine, what happened thereafter?",family;poverty;clothing;WNLA,,,
,AM:,"When proven fit, then the doctor is called for further testing right at the mine. ",family;poverty;clothing,,,
,EM:,Oh! They had to test you again. What was the rational?,family;poverty;clothing;WNLA,,,
,AM:,"Yes, they did that again to determine your fitness and allocation into the mine. Before they allocate you area of operation, they wanted to know your fitness",family;poverty;clothing,,,
,EM:,"After allocation what else? ",family;poverty;clothing,,,
[00:15:28],AM:,"They could then allocate us work position, and accommodation. The beds, and rooms. And when you get into the room, you would find someone to welcome you, called izioda",family;poverty;clothing;WNLA,,,
,EM:,Iziboda?,family;poverty;clothing,,,
,AM:,"Yes Izibonda. He welcomes you to the room and gives you the rules. For instance, remember tomorrow to wake up early, and would give some directions on how to behave within the mine. You are here to work hard, and don’t be absent from work unnecessarily.",family;consumer goods,,,
,EM:,"Oh, okay",family;poverty;clothing;WNLA,,,
,AM:,"He could tell us the meal timetables, discipline issues, etc.",family;consumer goods,,,
,EM:,"So would the iziboda coming from Zimbabwe, Mozambique and other countries?",family;consumer goods,,,
,AM:,"No no, always from your own country. Like in my case he was a Malawian and from same district back home",family;consumer goods,,,
,EM:,"Oh, I see. So, each country would have their own iziboda?",family;consumer goods,,,
,AM:,Yes. That helped for the language and culture. We could connect and unite ourselves.,family;consumer goods,,,
,EM:,"Oh, that was good. So, you were very united and connected? No gossip?",family;consumer goods,,,
,AM:,"Oh yes, we were very connected when we are on our own. As we were all men, no gossip at all.",family;consumer goods,,,
,EM:,"So, in your rooms would you be able to watch TVs or radios?",marriage,,,
,AM:,Ohmmm not really. But what the azungu (white people) did was to create a big hall where on Saturdays we could recreate with others. We could watch cinemas from there.,marriage,,,
,EM:,"Oh, that was fantastic. So, what was the kind of films or movies shown?",marriage,,,
,AM:,"Normally were like games, hatches, and football. Whenever we were tired you could just leave and go to bed. Mostly about the white people nothing African.",marriage,,,
,EM:,Oh! Mostly European not African?,marriage,,,
,AM:,Yes mostly.,marriage,,,
,EM:,Was that compulsory? That you had to go and watch that?,children,,,
,AM:,Not at all. You had the freedom not to go to watch especially if you tired.,children,,,
,EM:,"Wow! So, they treated you as matured people with rights?",children,,,
,AM:,They indeed respected us as adults. We enjoyed the treatment as well.,family;infidelity,,,
[00:18:08],EM:,What about your mine managers? Did they treat say Malawians as special to other nationals? That may be Malawians were hard workers as compared to the South Africans?,family;infidelity,,,
,AM:,"Ah no ways. There was nothing of such nature, we were treated equally. You know we were so many. Millions going in and out through the same doors. But inside the mines each working at different areas, sections of the mines, with different captains. So, we were indeed taken good care of, without racism, whatsoever.",family;infidelity,,,
,EM:,Oh ok. How about radios in the mines? Would you be listening to during your recreation time?,family;infidelity,,,
,AM:,"Yes, we could at least only the local radios. Like the area I was working, you had Sesotho radios and English here and there. But if a Malawian would want to come to chat with you from another hostel, he would first meet the hostel police. He could introduce himself and ask for particular room or bed number as the person he wanted to visit. So, if I was in the bath, I would jump out to welcome him in our own local language, mostly Chichewa. We would hug and welcome each other in our local way.",family;infidelity,,,
,EM:,"So, meaning you could create friendships with Malawians and also with other nationals like Zambians?",family;infidelity,,,
,AM:,"Yes, we could have such friendships though each nation had their own designated line. But we could mix and create friendships with each other, Shangani’s, Mapodo, Zulus and Zambians",family;infidelity,,,
,EM:,"So, there were no deliberate limitations as Malawians should only befriend Malawians?",family;infidelity,,,
,AM:,Not at all. There were no such racist demarcations,family;infidelity,,,
,EM:,"By the time you were leaving for South Africa, did you have any school?",family;infidelity,,,
,AM:,"No. I did not go to school. Where I live here, is far away from where schools were in those years. The only school was at Mpondasi and is quite a distance from here.",family;infidelity,,,
,EM:,"Oh, I see. So, it was there with the white missionaries?",family;infidelity,,,
,AM:,"That’s true, they brought it there first before here. Schools here came very recently with Kamuzu (Dr Hastings Banda).",friends;infidelity,,,
,EM:,"Oh right! So during your days in the mines, what language were you using to communicate with others?",friends;infidelity,,,
,AM:,We used one language called chi lapalapa (fanakalo). (22:14),friends;infidelity,,,
,EM:,Oh lapalapa?,friends;consumer goods;bicycles;music,,,
,AM:,"Yes. Fanakalo, buya, (come here); omu nanda? (Where are you going?).",friends;infidelity,,,
,EM:,"So, this language was applicable while at work inside the mines?",friends,,,
,AM:,"First we started learning it when we arrived for one weeks if you are sharp, two or more weeks if you are not sharp enough.",friends,,,
,EM:,Oh ok,friends,,,
,AM:,"It was especially difficult in our first trip, but became simpler second time around as we got used to speaking it ",friends,,,
,EM:,"Since you were all men in the mines. Were there a time you felt like having sex amongst yourselves? Or even outsourcing from the nearby towns, villages?",friends;clothing,,,
,AM:,"Ohmmm not really. Especially where my mine was, ohm too far from the main towns. So, it was not possible. But I can’t say completely that it was taking place. Remember we were too many people, millions of workers.",friends;clothing,,,
,EM:,"I understand but you know we hear of such stories in prisons where men have sex with other men. ",friends;clothing,,,
,AM:,"Ohmmm we could hear such stories, but we never witnessed such things with my eyes.",friends;clothing,,,
,EM:,How about the iziboda? Weren’t they demanding sex from his men?,friends;clothing,,,
,AM:,"Oh, not all. I was one of the iziboda and I never demanded any sex. I was a leader and had to lead by example",children,,,
,EM:,"Oh really? So, I am talking to an iziboda? So that is why you are also a chief here? They saw the good qualities in you.",children,,,
,AM:,"Laughs lungs out. ",children,,,
,EM:,"While in the mines, would you find time to go to the mosques or churches for prayers?",children,,,
,AM:,"Ohm where I used to work, there were only few Indians as they were the ones building mosques. It was too far therefore to access any mosque.",children,,,
,EM:,"Oh yes. Free State was definitely very far from Johannesburg. ",children,,,
,AM:,"Yes so, I could hardly travel. If anything would be by train. Long distance",children,,,
,EM:,"While working in the mines, did it ever come into your mind to change mine work to work elsewhere say as garden boy etc?",children,,,
,AM:,"Oh no way, I enjoyed working in the mines.",children,,,
,EM:,"Oh, so you had no problem?",children,,,
,AM:,"Oh, not really. Although the work was hard, but we never thought of running away as we knew what brought us there. We learnt to persevere as men",children,,,
,EM:,"So, there were no strikes whatsoever?",children;letters,,,
,AM:,"Strikes? No, ways. Because as Malawians, I was their leader, their Traditional Authority like. Same with other nationals",letters,,,
,EM:,"Now you remind me the powers the Traditional Authority had. When you were starting of with your journey, you had to get permission from your T/A. What would have happened if he refused his men from travelling to the mines?",letters,,,
,AM:,"I don’t think he would have done that. First, he checked if you had paid full government taxes, if you did then he had no reason to refuse you his permission or authority.",letters,,,
,EM:,"Oh, so you had to be in good books with the taxman? ",letters,,,
,AM:,"Yes, to make sure you don’t owe anything the Government. You are not running away from criminal acts. You are sorely going to work, for employment. However, when we got to Blantyre, the government returned the tax money back to us.",letters,,,
,EM:,"That’s great. Now tell me, while in the mines did you ever make any relationship with other miners?",letters,,,
,AM:,"Yes. I did with other Malawians. Especially those we put up with in the same hostel. The other nationals, we could only greet each other, kunjani? (How are you?) sikhona, (Am fine) etc. but with Malawians we could chat more about our tribes, districts we came from, languages etc. And for your information I still chat with those around here in Mpondasi.",letters,,,
,EM:,"Oh, that’s great. Back to the mines. What about diseases? Like TB, wasn’t that an issue? What was the company doing?",letters,,,
,AM:,Ohm some got it from home and others while in the mines,letters,,,
,EM:,"So, what happened when they find you with TB while working the mines? Were they sending you back home or they kept you there?",letters,,,
,AM:,Whenever you were found with TB the company took care of you by sending you to the hospital for treatment.,letters,,,
,EM:,"So, they took care of you guys?",letters,,,
,AM:,"Of yes, they really looked after us in every aspect",letters,,,
,EM:,"By the way, I am repeating this question. In those days while being served by the labour officers, were at any point where they asked for kickbacks or bribe to process your application?",letters,,,
,AM:,Not all. There was no corruption,letters,,,
,EM:,"Oh, okay unlike these days. So how much were you earning at the mines?",letters,,,
,AM:,"They were paying us 10 cents per day. Last trip they could pay me at least R6 and they cut half R3 they gave me, and the rest (R3) was remitted to my savings account back home.",letters,,,
,EM:,what do you mean when you say cut?,letters,,,
,AM:,They used to give half and the other half back home,letters,,,
,EM:,How were they sending that money.,letters,,,
,AM:,"The company paid directly to the account they opened for us before coming over. All the money was deposited there, and we could access it only when we got back home. In case we died while away, we had to name our next of keen to receive my money and bonuses. So, when we arrived in Blantyre, we went to WNLA depot to access our savings account and our saved money. Each had his own money. ",letters,,,
,EM:,"So, in your case, that you went several times, were you given some extra incentives? And were you given your bonuses of the first and second trips when you arrived for the third trip?",letters,,,
,AM:,No. they were only given what they owed you per each trip.,letters,,,
,EM:,"Was that money they cut and saved in your account, was it accessible to your parents and or wife?",letters,,,
,AM:,"No. The money was kept by the bank and was not given to anyone. But periodically WNLA was giving moneys to our family back home while we were still away. This was a thank you money, Zikomo, or courtesy. This was not coming from the money saved in our saving accounts at all.",letters,,,
,EM:,Were you able to send some cash to your family from the money you received while in South Africa?,letters,,,
,AM:,Yes we would do that.,letters,,,
,EM:,What were they using that money for?,letters,,,
,AM:,"Basic items like clothes and food, It was not easy for sure that you could buy many things from that money",letters,,,
,EM:,From that money when you came back what did you buy?,letters,,,
,AM:,"I bought radio, bicycle, clothes, blankets to show my people that am back.",letters,,,
,EM:,"Where did you buy that? ",letters,,,
,AM:,I bought when we arrived in Blantyre. And I built a house when I got back from the third journey.,letters,,,
,EM:,Was this of iron sheets?,letters,,,
,AM:,"No, a thatched house. Iron sheets were scarce and expensive. Imagine one was at K50.",letters,,,
,EM:,"Oh yes, imagine you receiving K30 and aiming at buying iron sheets?",remittances,,,
,AM:,No ways. It was difficult.,remittances,,,
,EM:,"During your time, didn’t you face any apartheid /uprising aspects in and outside the mines?",remittances,,,
,AM:,"Oh no ways. We hardly experienced that. We were concentrating on our work. We were on a contract, so the other issues did not affect us",remittances,,,
,EM:,"As you were on a contract, did it come into your mind, or a situation forced you to think of ending your contract and go and look for new jobs outside?",remittances,,,
,AM:,"No, I never thought of leaving. But I have heard of others leaving the mines and got new jobs outside. Others too, left the mines and walked back home, that I heard.",remittances,,,
,EM:,"The period you left first, 1964 and 1966, Malawi became independent. Malawi became free from the British rule, how did that affect you?",remittances,,,
,AM:,"Honestly, politics did not affect me. Actually, my second trip was when Kamuzu Banda was the president, very powerful then.",remittances,,,
,EM:,You first left home (Malawi) in 1964 and you returned in 1966. What motivated you to return home? You could have decided otherwise and remained there doing other jobs.,remittances,,,
,AM:,"Actually, when you considered our daily problems at home, when you worked hand to mouth, I had no problem coming back to South Africa to work in the mines. So, to answer your question, I returned home primarily to renew my contract for another two years. ",remittances,,,
,EM:,"So, you mean, you returned to renew your contract?",remittances,,,
,AM:,"Yes. Since I had to go back to the chief to get authorization and application to go back. ",remittances;family,,,
,EM:,You mean you had to go through the same process when renewing your contract?,remittances,,,
,AM:,"Yes, we had to go back to the Traditional Authority and then to the labour office etc.",remittances;purchases,,,
,EM:,"Tell me, when you were coming home after completing your contract, how were you received back home by your wife, child, and parents?",remittances;purchases,,,
,AM:,"Oh, that was the most exciting moment. While smelling good, nice, scented lotion, perfume, clothes, bicycle, and radio. Wearing a Wilson hat, oh, they were super excited. Her friends were envying her that now her man is home. Days of loneliness are gone.",remittances;purchases,,,
,EM:,Tell me anything you felt bad about being back home?,remittances;purchases,,,
,AM:,I think poverty. The level of poverty was just too much. This forced me to go back to South Africa as soon as possible.,remittances;purchases,,,
,EM:,"Well, am happy we chatted today. Hence, I want to ask for your consent that myself and colleagues can access, publish in books or website your details, information. Even if your names can be used in the book?",education,,,
,AM:,"Go ahead, it will be good for the future generation access this.",family,,,
,EM:,What about the current issue of compensation. What is it about?,family,,,
,AM:,"The government officials told us that anyone who went to work in the mines will be given a compensation, to thank us for the work we did. It is my hope that they can honour that. We are really suffering right now. That money can push us to another level.",family,,,
,EM:,Who is going to pay you? Malawi government or South African?,family,,,
,AM:,We are told that the South African government will do the payment. It would be my pleasure if you can help us receive these bonuses.,family,,,
,EM:,Thank you for trusting me. I will with my team talk to government officials about this ordeal,family,,,
,AM:,Thank you and that marks the end of our interview.,family,,,
,,,family,,,
,,,family,,,
,,,housing,,,
,,,housing;WNLA,,,
,,,housing,,,
,,,housing;WNLA,,,
,,,housing,,,
,,,housing;WNLA,,,
,,,housing,,,
,,,housing,,,
,,,housingWNLA;TEBA,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,marriage,,,
,,,children,,,
,,,children,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,miner,,,
,,,1974 plane crash;WNLA,,,
,,,"1974 plane crash ",,,
,,,1974 plane crash;WNLA,,,
,,,"1974 plane crash ",,,
,,,1980s;TEBA,,,
,,,1980s;housing,,,
,,,TEBA;WNLA,,,
,,,poverty;housing;education,,,
,,,WNLA,,,
,,,"WNLA ",,,
,,,remittances,,,
,,,,,,
,,,,,,
,,,,,,
,,,children,,,
,,,,,,
