timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,HN,"During those days, no ways. You just had to get the form from the chief and do the needful. Nothing like corrupting anyone unlike these days.",documentation;Traditional Authorities;corruption,,,
,EM,"Wow! That was wonderful. Unlike today, without a k2000 kick back to the officer you won’t get any service. So, while in the mines how much were you receiving as your monthly salary? Do you remember?",wages,,,
,HN,"Oh! Yes, I do remember. It is still in my memory. When were leaving Blantyre for South Africa, they told us per day you were going to receive R0.22 (22 cents)?",wages,,,
,EM,"It was not reaching R1 (One Rand)? [laughed, jokingly)",wages,,,
,HN,[laughed] No ways. There was no one who received one rand per day.,wages,,,
,EM,"So only 22 Cents? Sad, but anyway it was a while ago, it means it was that much.",wages,,,
,HN,Exactly it was money then,wages,,,
,EM,Was that after subtracting the one they sent home to your bank accounts?,wages,,,
,HN,No that’s the full pay. They would then make all the necessary deductions from that one. Including the one they sent to our saving accounts back home,wages;remittances,,,
,EM,That was too small indeed.,wages;remittances,,,
,HN,Yes. And the one they sent home was too small as compared to the one they gave us while in the mine.,wages;remittances,,,
,EM,Wow! And how did you feel about that injustice?,wages;remittances,,,
,HN,"Nothing, we were that powerless. Not in control at all, they were deciding on anything they wanted.",wages;remittances,,,
,EM,Tell me while in the mines were you having some sexual relationships within or outside?,sex,,,
,HN,"No ways (laughs). We were only men no women. Outside ohmmm no, we hardly went outside the mines. ",sex,,,
,EM,"But you were not married then? So, you kept yourself intact, abstaining from sexual activities?",sex,,,
,HN,Yes. We had to. Like me I had never even thought about that. We had to work so hard that no time to think of those things.,sex,,,
,EM,Could it be that the vaccine they gave you earlier on?,,,,
,HN,[laughs] No… maybe but I don’t think so.,,,,
00:27:00,EM,"So, have you received all your money from WNLA? Do they owe you anything like bonuses?",bonuses,,,
,HN,"Well, when we were leaving, they gave us a document written as bonus booklet. In it there were all our details. When I asked them what does it mean? They told me that this document will help you to be identified as a former worker and that you will immediately receive first attention to any mine when you report back. That was strange because to me bonus was money. This was contrary to my thinking. I was confused.",bonuses,,,
,EM,"Tell me were you able to send money back home? If yes, how was it possible when some of the money was sent directly to your saving accounts?",remittances,,,
,HN,"Oh yes, I used to send some of the money home from the money that we received in South Africa. The one sent to our accounts was not tampered with.",remittances,,,
,EM,Was that money sent home by you to your family from you’re the 22cents?,remittances,,,
,HN,"Yes, we used to send from our little we received at hand in while in South Africa. We could send 5 kwachas (K5) to Malawi for our family to use.",remittances,,,
,EM,So why were you sending this money? What was your family using it for?,remittances,,,
,HN,"Just for the family back home to use. Some would use it for school though it was free, a few things needed to pay by parents. Fees was only 8 Tambala.",remittances;school fees,,,
,EM,"You did not use this money for your wedding? ",remittances;school fees,,,
,HN,No. You know I only married in 1978 when I was back. I just used the money in my saving accounts and blankets I brought from South Africa for my marriage.,remittances;school fees;marriage;purchases,,,
,EM,"Oh, I see, so you did not have to use much as your tribe does not pay lobola (dowry)?",remittances;school fees;marriage,,,
,HN,"Exactly, I had to go to my wife’s family home. You spend less kkkkkk (laughs)as we don’t have chilowolo (dowry) (money paid to the wife’s parents)",marriage,,,
,EM,"Tell me as we are going towards the end, you are in the mines working, ever thought of quitting mine work to go outside and find some work less difficult, probably with good pay?",miner,,,
,HN,"Not at all. It was difficult because if they find you, they would arrest you for two weeks and then bring you back to the mine to continue working.",miner,,,
,EM,"Wow two weeks and then bring you back to the mine? Very interesting. South Africa at that time it was going through difficult times with politics, violence, riots due to apartheid regime, was that having any impact on you?",apartheid,,,
,HN,No. It did not have any impact on us as we hardly went out to mix with the locals. We were always within our own environment.,apartheid,,,
,EM,How about the police in case you met them outside the mines?,apartheid,,,
,HN,"When you meet police especially when you are over drunk, they would ask you to show them your ID number on your arm.",apartheid,,,
,EM,Oh! You had numbers?,apartheid,,,
,HN,"Yes, we had mine numbers which we wore in our arms. So, when the police see you with that number, they would leave you without any problem",apartheid,,,
,EM,"When you finished your two years of contract, you could have decided to run aways from the mines and start another piece jobs outside the mines. What made you decide to come back home instead?",family;returning home,,,
,HN,"There was a policy that we had to come back home after the contract, in addition to that, we were nostalgic. We wanted to come home to see parents and people back home after two years away.",family;returning home,,,
,EM,"That makes sense. However, others wanted to go home and see if that money they were deducted was reaching into their accounts back home. Does that talk about you as well?",family;returning home,,,
,HN,Very true we were anxious to know if my money is in my account and how much?,family;returning home,,,
,EM,"So, what kind of reception did you get upon arriving home?",family;returning home,,,
,HN,They were looking forward to meeting me after two years away. A great reception from everyone. They wanted to see what I would bring back home as was the norm to bring blankets etc.,purchases;family;returning home,,,
,EM,Me; Were there traditional dances arranged for your arrival?,returning home,,,
,HN,"Oh yes, they were [laughs]. A warm welcome",returning home,,,
,EM,Was there something bothering you about going back?,returning home,,,
,HN,"Not really. Only wanted to see what it is I didn’t do that when I go back, I can do much better?",returning home,,,
,EM,"Weren’t you driven also to see what the family did with the money that you have been sending them? Since others used the money sent abroad by relatives to drink excessively, and mismanage the money in other forms?",returning home,,,
,HN,Not really,returning home,,,
,EM,"Finally, I want to reiterate your consent to the information you have given here. So, you agree that this information be published in the books, websites and be quoted?",family,,,
,HN,Yes! You can go ahead please and do that. You can use my name and the information provided here. Hope my grand children will one day listen to me.,family,,,
,EM,"Thank you so much, Mr. Ngumbalo Harry for opening doors to me. We shall meet again on 22nd May in Mangochi for the group interview.",,,,
