timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,EM,"But that’s still WNLA? ",,,,
,AB,"Oh is that so? ",,,,
00:14:10,EM,"And he came back early due to plane crash. In that case, he made 3 journeys. How many children so did you have with him? ",1974 plane crash,,,
,AB,"He left me with six (6) children and are all alive ",,,,
,EM,"Oh okay. ",,,,
,Delia Baston Mawilo (DB),"I am Delia Baston Mawilo.  ",,,,
,EM,"Your husband’s name ",,,,
,DB,"His name was Baston Mawilo. ",,,,
,EM,"Do you know when he was born? ",,,,
,DB,"Yes, he was born in 1952, in Chalingana Village, T/A Changata, Thyolo District. ",Thyolo,,,
,EM,"Very interesting that you people came from different districts though of the same traditional cultures (matrilineal). So how many journeys did he go? ",,,,
,DB,"Under WNLA he only went once. From 1970-1972. ",1970s,,,
,EM,"Oh okay. Then he continued with TEBA? ",,,,
,DB,"Yes he went for TEBA from 1978 till the closure. ",1980s,,,
,EM,"Is your husband alive? ",,,,
,DB,"No he died sometime back on 25 May. 2014 ",,,,
,EM,"So all these journeys were happening while in Thyolo or in Mangochi? ",,,,
,DB,"All of them while in Thyolo District. We only shifted when the government had established a find a place project. So we decided to come and settle here. ",,,,
,EM,"That’s great. So next? ",,,,
,Modesta Lingiston Brahim (MB),"I am Modesta Lingiston Brahim.  ",,,,
,EM,"Wow this is very Islamic name?  ",,,,
,MB,"Indeed that’s obvious Sir. ",,,,
,EM,"And what is the name of your husband? ",,,,
,MB,"Lingston Brahim. ",,,,
,EM,"Oh ok. Is he alive? ",,,,
,MB,"Unfortunately he passed on a few years ago.  ",,,,
,EM,"Where was he from? His village? ",,,,
,MB,"He was from Supelo Village, T/A Chimaliro, Thyolo District ",Thyolo,,,
,EM,"Wow, many people who originated from Thyolo but opted to settle here in Mangochi. How many journeys did he make to WNLA? ",,,,
,MB,"He made two journeys, one WNLA and one TEBA ",,,,
,EM,"would you remember the years he travelled? ",,,,
,MB,"He travelled first in 1972-1974 under WNLA and 1977-1978 under TEBA.  ",1970s,,,
,EM,"I see. Did he leave you with children? ",,,,
,MB,"Yes. He left me with 10 children but two passed on. I now have only 8 children.  ",,,,
,DB,"But you did not ask me about if I had children on not? ",,,,
,EM,"Oh really? How I did I miss that? Let me check. For sure, I did. My apology. So how many do you have? ",,,,
,DB,"Oh I have six (6) but I lost two. Now I have only 4 children. ",,,,
,EM,"Thank you so much for reminding me. Let me go back to you Mrs. Brahim. Why did you move to Mangochi? ",,,,
,MB,"We had no land to settle in Thyolo, so we had to buy a land here in Mangochi, and settled. We also bought land in Monkeybay (lakeside).  ",,,,
,EM,"I think I have now known each of you. Anyone who joins us later, will do due diligence. ",,,,
,EM,"By the way, I am Elias Mandala, research coordinator; I work with various researchers around the global. I am Malawian, born and bred in Nsanje district. ",,,,
,EM,"I will get your further details like phones at the end of the interviews and whatever you many have. ",,,,
,TS,"That’s fine. But some of us do not have phones. We communicate through our block leaders. Some of us too are representatives of the women of migrant workers. ",,,,
,EM,"Is that so? So you are actually put in blocks? And you are actually leaders of these blocks? ",,,,
,TS,"Exactly, we represent other women ",,,,
,EM,"I want to remind you that this interview and any other material from this group meeting will be shared to other scholars, published in books, and online (websites) etc. Would you again confirm your consent? ",,,,
,All,"Oh, yes please go ahead. ",,,,
,EM,"Thank you so much. We now can start our meeting. I will start putting questions across and anyone who feels ready to start responding please do so. Each of you will be able to respond to the same question. ",,,,
,EM,"Would you, please tell me how was your childhood like before meeting your husband? ",,,,
,TS,"I came from a very poor family, and I had to work on various piecework jobs for food. My parents were small-scale farmers who had very little to offer. Sometimes, we had to go through eating cassava roots (makaka) because we could not afford decent food. This is why I didn't have the opportunity to receive an education. That was my childhood till I met my husband and started my own family. ",education,,,
,EM,"Thank you for sharing. Anyone ready to share her story? ",,,,
,DB,"In my case, were in a family of four. Two boys and two girls. However, my younger sister passed on while young. When we were growing up the three of us, we used to help our parents with any piecework they may find. Mostly were in the farms and that’s the way we got food and little money to buy other needs. We used to grow seasonal foods like maize and cassava. The extra we could sell to buy our needs like soap and clothes. So this is how we grow up until I got married my husband ",,,,
,EM,"So, family, was like a rescue from family poverty? ",,,,
,DB,"(laughs). It may sound like that. ",,,,
,EM,"Okay. So, did you go to school? Or attend any form of education? ",,,,
,DB,"Not all. I did not considering the level of poverty at home. ",education,,,
,EM,"Oh yeah. How about you Mrs. TS, did you manage to attend school? ",,,,
,TS,"(Laughs), not really as I only reached and ended at STD 1. ",,,,
,EM,"Wow! At least you could read and write. ",,,,
,TS,"Yes, and I could only write my name ",,,,
,EM,"Now I turn to you. How was your childhood?  ",,,,
00:33:47,MB,"As for me I had a very terrible childhood. When I was born in 1965, the doctor named me. This pissed off my father to the point of denying me as his daughter. According to my mother, the doctor realized how I was going to grow up considering that my father refused me. She decided to buy me various clothes of different ages. She gave them to my mom. In 1971, I had to start school though I was not treated like the other children in the family. But I pushed myself and I dropped in standard 7. I had to do piece works while I was really young to afford my clothes etc. This treatment forced me to get married while very young. That’s the kind of my childhood. ",1960s;1970s,,,
,EM,"Wow! That’s a really hard situation. So sad story indeed. I feel sorry for you. ",,,,
,EM,"Next. Please share about your childhood. ",,,,
,AB,"I was born in 1960. My dad died while was just born. So I grew with my poor mom. We were four children. It was really hard for my mom to take care of us alone. She had to brew beers (Kachasu) to manage the needs of our family. So this poverty sent me fast into marriage as a scapegoat. I was married  and with my husband assisted my tired mother.  ",1960s;poverty,,,
,EM,"Oh okay. And in that condition, did you attend any form of education? ",,,,
,AB,"No way. There was no chance. We had to work in the farms to meet our needs. So I had no opportunity to attend school. ",education,,,
,All,"Okay, thanks.  Now tell me anything you know about the Chikanga Cult? I is well documented that people were being persecuted politically. This was prevalent in Mangochi ",,,,
,All,"Ohmm no idea. Some of us were in Thyolo, hence we didn’t know any of these uprising. ",,,,
,Mmadi,"I think I can explain what I heard as I was not born then. People say around the early 1960s close to the independence, Kamuzu Banda was threatened by his colleagues, in the likes of Orton Chirwa, Masauko Chipembere, who came from here Mangochi. So people especially of the MCP thought we are behind Chipembere and hence persecuted us the people of Mangochi. That is what I heard from our elders. ",,,,
,EM," Oh I see. That makes some sense. ",,,,
,EM,"Now let us go back to the questions. ",,,,
,EM,"Before your men/husbands left for South Africa to work in the mines, did you know anyone who had left or was working there? ",,,,
,MB,"Yes I knew of my grandfather who went to work in the mines in South Africa. So my husband came home and made a decision to also go to South Africa to alleviate our poverty. When I agreed, he immediately started the process. He went to the village headman, chief to collect letters to court, then labour office. At labour office, he would be weighed if fit enough to travel. If deemed fit, he would be called later on for the journey to Blantyre where he would be weighed again and undergo various health tests. If all the tests went on well, then he would travel to South Africa. All these tests were done to make sure they are very fit for the hard work in the mines. And if not weighed fit enough, he was sent home and told to eat more proteins, or eat more roasted groundnuts to help gain more weight. As for my husband, was weighed fit, and he knew he was going ahead because he received the blanket that had black and white stripes.  ",poverty;documentation;medical inspection;vetting,,,
,EM,"Was that the one they called TCHALE? ",,,,
,MB,"No, that was called Chiperone blankets ",,,,
,EM,"Where were they receiving these blankets?  ",,,,
,MB,"At Wenela. From here they left for Msilikazi. At this place, they were also another scrutiny. They were put to other inhumane tests where they had to be naked in front of everyone. My husband complained about this experience. When, they found them fit, they were given a painful injection to make them very hard and strong to fit the conditions in the mines they were heading to. That is what he used to tell me when he returned home. ",medical inspection,,,
,EM,"wow! This is very informative. What about you? ",,,,
,DB,"As for me, my husband’s uncle had already gone to South Africa. He was the one who enquired if my husband would also go there so that he could also make money for his family. ",family,,,
,EM,"Oh, you mean his uncle was already in South Africa? ",family,,,
,DB,"Exactly. We then thought this is a better option to tackle our family poverty. Though it was difficult to leave, we helped each other to make sure he left for South Africa. With God’s help, he managed to leave and found his uncle there. He wrote me a letter that he arrived well, and received and had started work. The uncle came back a bit ill, and after two months he died. After two years my husband came back home with the money he had made. We settled as a family and enjoyed our lives together.  ",poverty;death,,,
00:50:00,EM,"Ok thanks for sharing. Now how did you meet your husband? (50:00.72) ",,,,
,TS,"In my case, we met and got married on 5th February 1972. And guess what in March, he had to leave for WNLA again. So we did not enjoy the marriage that much before he went again for WNLA in South Africa. If anything it remained through the letter exchanges only. ",1970s;letters;marriage,,,
,EM,"This was necessitated by the husband’s responsibility on you I guess? ",,,,
,TS,"Exactly. We had no choice. We were poor. A man must work to feed his family. ",poverty,,,
,EM,"Thank you. What about you, Madam? ",,,,
,MB,"In my case we met when I was very young. My husband was much older than me. But because of poverty I had to accept him even though I was too young to know a man. In honest, my husband took a good care of me. He brought me up and in the process never touched me waiting for me to grow up. While away he tried to keep in touch through letters, and support he sent to me. He was a very good man. We were married officially in 1980 and started a family. I had my first child in 1983 and in 2014 is when I lost my husband.  ",1980s;letters,,,
,EM,"Oh! Sorry to hear about his death. How about you Madam? ",,,,
00:56:09,AB,"Ok. We married and barely after two months, he left for South Africa on WNLA. We did not have enough time together, but I understood the need for him to travel. He left me at the house of my mother because I could not live with his aged brother. Though he left me behind, we kept the lines of communications through the letters and financial support. ",marriage;remittances;letters,,,
,EM,"So when he left on that journey, and you said you were at your parents’ house, did he build you a house to stay? ",,,,
,AB,"Not at all. We had no money to build a house for me. I just lived in my family home. ",,,,
,EM,"Oh ok. So you were all married when your men left for WNLA in South Africa? ",marriage,,,
,All,"All yes we were all married ",marriage,,,
,EM,"Now that they left you for South Africa after marrying you, some of you just after a month, two months etc. Did you have any fears for your husbands? ",marriage,,,
,TS,"Definitely. My major concern was am sure my friends too had similar fear of them marrying other women in South Africa and forgetting us here. ",infidelity,,,
,EM,"Oh really? ",infidelity,,,
,TS,"We thought they could really marry there. But thank God my parents comforted me and encouraged me to have faith that he will come back for me and won’t marry anyone else while there. Indeed he came back and found me intact. And all the children I have are his until his demise in 2000. ",infidelity,,,
,EM,"So your support system was that instrumental to your commitment to your husband? ",infidelity,,,
,TS,"Yes, especially our parents would advise us to have faith until our men came back home. They would ask us to imagine the man comes back home to hear stories of infidelity and he decides to marry another woman, and all the blankets, clothes he brought home would go to that woman, when all that would have been mine. So these stories and pieces of advice kept us so faithful and committed. ",marriage,,,
,AB,"In my case, I did not have any fears as I was very young and living with my parents. To me he was my superhero who lifted me out of poverty as he was sending money to my family no and again to convince me to remain steadfast and not think of any man but him. And when he came back home from WNLA all what he brought with him left to my family and not to his family. He really loved and respected me. So I could never disappoint him. He even built a house within my family. And he treated me like his sister not his wife then, while waiting for me to mature as a woman. That respect was really something I loved him about. We even started doing piece works when the WNLA money finished. We were madly in love. ",remittances,,,
,EM,"Oh Ok ",,,,
01:03:03,AB,So when TEBA started that’s when he decided to go again. But before going he decided that we get married as I was now fully matured to begin a marriage. We got married in 1980 and started a family. That is when he started going to TEBA.,1980s;marriage,,,
,EM,"When did you know that your husband was planning to go to South Africa to work in the mines under WNLA? And was your first reaction? ",,,,
,DM,"My husband introduced the plan to me verbally. When we agreed, that’s when he started by going to collect the letter from the chief. I reacted well considering the level of poverty we were enduring in the family. I thought that was a very good idea. ",marriage;poverty;documentation,,,
,EM,"That was great. Next? ",,,,
,AB,"We discussed as a family. And I supported the idea which was introduced by our uncle. The level of poverty was the main reason I supported the idea. We knew by going we will be better off just like those who had gone and come back before. ",family;poverty,,,
,TS,"Just like others, we sat down and agreed to the idea. It was not a difficult decision. ",,,,
,MB,"We sat down and seeing what we were going through, we decided that as a head of the family, he should also go. We were living in my brother’s house; we also needed to get money to build our own. When he got there, and started work, he sent me money to build our own house. When he came back, he found us in our own house. ",remittances;housing,,,
,EM,"So you are all saying you had to sit down as a family to discuss this journey. What was driving you to this discussion? ",,,,
,All,"Poverty. It was absolute poverty. Imagine with a child with only a two meter cloth sleeping together. The same piece of cloth was meant to wear during the day, protecting the babe, and at night becoming a blanket to the three of us. To alleviate ourselves from poverty that’s why our men had to leave to work. ",poverty,,,
,EM,"Now that all is set for your husband is leaving for South Africa to work in the WNLA mines. What piece of advice did you give him? ",,,,
,DM,"I did ask him that as you are heading to South Africa, you are young and I am young too. Won’t you decide to marry another lady there? He said, my wife, I am going to South Africa not to look for a woman to marry but to look for family prosperity. He convinced me that he is only going to chase money not women. ",infidelity,,,
,EM,"Ok next. ",infidelity,,,
01:10:27,AB,"For me, I requested him to bring his parents and that I brought mine too that we confirm in front of our parents our commitment to our marriage. He agreed to that. All parents came and discussed and it was agreed that we all remain faithful to each other despite distance. (1:10:27). We agreed to that and he then left and we never betrayed each other since.  ",infidelity,,,
,EM,"Next ",infidelity,,,
,TS,"I had the same fear but he assured me that he is only going there to make money to alleviate our family poverty not to look for another woman. And I was convinced and he left. ",infidelity,,,
,MB,"in my case, our grandparents from both sides came to advise us. They advised him not to chase other skates while in South Africa and to me they asked me not to replace my husband with other men around here. We both vowed not to betray each other. Further, when we came to our bedroom and alone, we reiterated and confirmed out commitment to each other. ",infidelity,,,
,EM,"It is indeed nice to note the level of commitment that existed between you and your husbands despite the distance and time. I wonder if the new generation can live up to this level of trust and commitment. So how did you feel the day that he was finally leaving for South Africa? ",,,,
,MB,"The day he left was the most difficult one. I have several questions. Is he really going? Why can’t he just abandon the journey? Won’t he meet and get enticed by other women while there? All these were some of the questions. However, I thanked God that he arrived safely when he wrote me a letter confirming of his arrival. He also confirmed that he started work well in a mine called Mshongolo (sp). ",letters;marriage,,,
,DB,"That was the most difficult day to both of us. In the morning when all was set, I accompanied her to the stage. When he left, I went back home. After few hours I saw him coming back home. I asked what happened. He said, I think I was mistaken of the dates. He told me he would instead leave early in the morning. But I knew my man is not sure of going and leaving me behind. ",,,,
,DB,"At night he called to himself, as he was not staying with me yet. He asked me several questions. One was that would I still wait for him and not accept another man to snatch me from him? I told him, no ways. For all you have been doing to me. All the support to me and my family I cannot cheat or run away from you. I am here and will be faithful to you. He then asked me to vow before the bible by beating it. I had to do it to confirm that I am not going to see another man but to wait for him. That was how hard it was to both of us. ",marriage,,,
,EM,"Wow! That must have been really hard to both of you. ",marriage,,,
,DB,"And in the morning he asked me not to accompany him to the stage. He just left and never came back. I knew that he arrived well, when wrote me a letter. In the letter he reiterated that I should remain steadfast and commit to him only that I should not see any other man. But that was easy for me. I knew love is blood and not money. I had to remain faithful to him. ",marriage;letters,,,
,EM,"Wow! That is awesome. Next? ",,,,
,AB,"On the day of departure, my husband invited his parents to our home. He told them that he was leaving Ishallah and please look after my wife, her ways and if she is cheating on me. And upon his arrival, he wrote two letters one for me and the other one with instructions that I must not open for his parents. In the letter, he had asked his parents if am cheating on him. The parents replied to him that the lady is very fine and faithful to you. So after two years, he came back and found me the way he had left me, and after few months, I fell pregnant for our first child. That is my story. ",letters;marriage,,,
,EM,"Fantastic story. next! ",marriage,,,
,TS,"A night before his departure, I prepared warm water for a shower. After that we started talking about our worries, mainly about insecurities in case he marries someone else while away and me falling in love with other men while he is away. But I vowed to him that I won’t do that. He also convinced me not to do likewise. The morning he left as planned. ",marriage,,,
,EM,"Oh okay. Great stories to hear. I was thinking at times that men or you women would shed tears when their loved ones were going far away? ",marriage,,,
,All,"True, in this case shedding tears was understood as a way of bringing bad luck to the travelling men. So that was why we did not shed tears. But we had to be strong as we could not do anything more. ",marriage,,,
,EM,"Is there anyone whose husband left a child on his first journey? ",children,,,
,All,"No. only after first and others second journey. Remember the first journeys left soon after marriages. ",children,,,
,EM,"Oh yes that is true. How about after few journeys? Those children how did they feel parting with their fathers? ",children,,,
,DM,"Children felt missing their fathers. Most fathers used to buy dolls and stuff for kids to be reminded that their fathers love them and care for them. Those dolls and playing games were meant to remember of their fathers till they come back. Some of us used to take pictures with the kids to send to their dads to remember them. That was a really good thing to them being far away. ",children,,,
,EM,"Now that they have gone to South Africa and have arrived safely, months have passed on. How did you feel? How was it like? ",,,,
,AB,"Mostly was filled with expectations. We waited to hear anything from him. So basically was the feeling of waiting as to when he is coming back. ",letters;communication,,,
,DM,"It was for me waiting to hear from him especially through a letter. But when you can’t hear from him to most women with weak minds, meant that the husband has forgotten about her and probably married another woman, when it was not like that. Yes, we heard stories of women getting other men and ignoring their husbands who went to work in the minds simply because of the gulf of communication. ",letters;communication,,,
,MB,"In my case it was about missing my love only. I never thought of ill things at all. I knew he wanted to get there, get settled and then would write me a letter explaining how he travelled. Like first time, he wrote me a letter while doing the training school of how to work in the mines. ",letters,,,
,TS,"My husband sent me a letter when he arrived. He explained how he travelled and made me at ease.  ",letters,,,
,EM,"Oh okay. What about the time he just left, what was it like? ",,,,
,TS,"It was a bit worrying but just praying. So prayer was instrumental that my husband arrives there safely. Bible was crucial ",Christianity,,,
,EM,"What are the things that make you think that my husband made a good decision to go to work in the mine in South Africa under WNLA?  ",,,,
,MB,"The things included the suitcase full of clothes, radio, bicycle, blankets, mattresses, with two pillows one his and one mine. It was really nice. Then I rushed to call his parents, who were there when he was leaving. It was a very momentous time. ","consumer goods;bicycles;radios;clothing",,,
,MB,"So I told them you see he is back as he said he would be. ","consumer goods;bicycles;radios;clothing",,,
,EM,"Was all this from the first journey? ","consumer goods;bicycles;radios;clothing",,,
,MB,"Yes it was ","consumer goods;bicycles;radios;clothing",,,
,DM,"For me was joyful moments as when he arrived he never went to his family but to my house first with all the stuff he brought back. After three days he called me into the room. There were two expand suitcases one for me and one his. He opened them there were full clothes for me and his. Blankets there, mattresses there, folded beds there all for us. There was also one expand suitcase for parents. That suitcase contained clothes for the husband side and my family side. Male clothes well folded on top and female clothes well folded below. He then asked me to pick one folded pieces of clothes for my parents. But then I told him no need of doing that as all the clothes are arranged equally. So I took one pair to his family and another to my parents. Then when I opened my own suitcase, I found all clothes mine. While in his suitcase, there were only few clothes. Honestly I felt very honoured that am really loved by my husband. And till this time, my husband and I had not known each other as a man and woman. ","consumer goods;bicycles;radios;clothing",,,
,AB,"My husband arrived at night. I just heard a knock and I opened the door only to see my husband whom I waited for a long period. I prepared water for him to take a bath. While he was taking a bath, my mother sent a message to my husband’s parents to alert them of the arriving home of their son. We were all full excitement that we met again while with good health. His parents came to our house in the morning. While in bed, my husband presented to me two suitcases. One was meant to be shared between our parents. The other suitcase was ours.  ","consumer goods;bicycles;radios;clothing",,,
,AB,"In the morning his parents came, after greetings, they picked aside their son and told him that, your wife was very faithful. He was never seen seeing other men while you were away. Later on, my parents also took him aside, and asked him how did you find our daughter? He said I found her as exactly the way I left. I was also asked by his parents if I have noticed anything in the man? I told them so far nothing has changed. We are both happy with each other. Well, after two months, I fell pregnant and gave birth to our first child, a boy. While he was gone that is when he was born. Then the other kids were born while he was back. ","consumer goods;bicycles;radios;clothing",,,
,TS,"I was told that he is coming by his friends who arrived earlier. Hence, I rushed to inform his parents about his imminent arrival. When he arrived, we welcomed him. He came with a bicycle, radio and four suitcases of which two were divided between my parents and his own. The rest were our own. We were all happy and seen the importance of that journey. ","consumer goods;bicycles;radios;clothing",,,
,EM,"Very exciting stories indeed. Thank you. But can you name one thing that really points out the importance of your husband’s journey to WNLA? ",,,,
,DM,"He bought sowing machines, one for my parents, one to his parents, a stereo/zodiac (Gumba-Gumba) music player which was being hired for public events in the village even when he was away. So the machine played a pivotal role in reducing our poverty. The other thing was the house that we built with the money. Those were the most important things that were very profitable and we were grateful to WNLA journeys. ",consumer goods;housing,,,
,EM,"Wow. ",consumer goods;housing,,,
,AB,"My husband bought a bicycle which was very helpful to both families. We used it for various reasons including business. The maize mills were far away and we had to rely on this bicycle. We also used to transport fruits like oranges, lemons, tangerines and cassava tubes to sell. On top of that, he built a sizeable house for me and my child before building the big house later. So the bicycle and house remain the crucial benefits of WNLA journeys. ",bicycles;housing,,,
,TS,"My husband built a descent big house, with glasses and nice doors. That remained very crucial.  ",housing,,,
,MB,"He bought two bicycles, one to my family and one to his family. He then bought animals. To my family he bought goats and to his family pigs. The bicycle to my family also used to transport my son to school.  ",bicycles;education,,,
,EM,"If I can reverse the same question. What was the most difficult thing that you experienced while your husband away? ",,,,
,MB,"The most difficult challenge was about the loneliness especially when the child fell sick. I had to be taking the baby to the hospital alone. The other thing was felt when he delays to send me some money. It was tough because I would miss the gardening period. I could not get fertilizer on time. But when he sends on time, I would do gardening effectively. ",children;capital,,,
,AB,"The same loneliness and late sending of money from the husband for support, especially when we have a child or children. We had to be doing piece jobs for survival. This was hard and painful at times. You would wish your man was here. ",social life,,,
,DM,"In my case, the most difficult thing was that when he went away, there was a robbery at my house. This was worrying as I lost personal stuff to assist me and child. ",social life,,,
,TS,"Me I didn’t have anything to worry about as my husband had bought me a garden to which I spent most of my time. So there was not much to think about. Both my father in-law and mother in-law never interrupted me. In honest, I had less worries.  ",social life,,,
,EM,"Remind AB did your husband build you a house? ",housing,,,
,AB,"No. he only build when he came back, all along I was living at his family home. ",housing,,,
,DM,"In my case, due to the poverty at my own home, my husband left me at his family home. However, when he came back, he wanted to build a house of his own that is when he built a house away from his family. We settled there. ",housing,,,
,EM,"So this means the three of you were left in the hands of your own families/parents when your men left for WNLA? ",family,,,
,All,"Yes ",family,,,
,EM,"So, how were you communicating with the parents/family of your husbands? Was there a bond? ",,,,
,3 women,"Yes we had a good bond. Our parents always encouraged us to communicate with our husbands’ families. Also when our men used to bring or send money, always remembered them. We always spent some time with them. ",,,,
,EM,"Oh that is good to note. You needed that kind of support. Now tell me, knowing that some of you were from different districts when your men were far away at WNLA, were you able to meet with other women whose husbands were also in WNLA? ",social life;infidelity;marriage,,,
,MB,"Oh yes like me we used to meet with others.  ",social life;infidelity;marriage,,,
,EM,"Oh okay. What were the issues that you talked about? ",social life;infidelity;marriage,,,
,MB,"We used to ask each other what were our husbands used to send us. Some could be money, property and even building houses. The other issue was encouraging each other to remain committed to our husbands who were far away working for our future.  ",social life;infidelity;marriage,,,
,DM,"The issue of commitment was high on the list. I used to encourage and warn other women from infidelity. I used to tell them that if they fall or cheat, their men out there would meet misfortunes like cut their legs, arms even death. So we encouraged each other to remain faithful and pray for our men’s health while working hard in the mines. ",social life;infidelity;marriage,,,
,EM,"So mostly you were encouraging and advising each other? ",social life;infidelity;marriage,,,
,AB,"In my area, we were only three of us. But we were really encouraging each other. We talked less about what our husbands were bringing to avoid envy and jealous among us. We focused on encouraging each other to remain committed to our relationship. We avoided mixing with bad women who could influence us into committing evil. We also knew that if we mess, our husbands’ parents and relative s would report us to our husbands. So we were very careful. ",social life;infidelity;marriage,,,
,TS,"The same with what others have said. We also had a group that helped each other to remain faithful. We had other women who wanted us to go astray but we tried to run away from them. We had to form a group that stood firm and not to follow bad advice. So this group helped to face the challenges of loneliness together. ",social life;infidelity;marriage,,,
,EM,"Wow! So basically those groups were instrumental in you remaining faithful and committed to your husbands? ",social life;infidelity;marriage,,,
,All,"Yes they helped us to stay put and realize our dreams within our families. ",social life;infidelity;marriage,,,
,EM,"That was awesome. Now was there anything that bothered you so much while your husbands were away? Be it from your family or your husbands’ family? ",,,,
,All,"Not really. All was okay ",,,,
,DM,"In my case, there was one incident that my husband shared to me through the letter that worried me so much. My husband was the driver of the lift in the mines that carried men up and down the mines. So one day there was an accident and many got injured including him. Then, my husband was arrested and put in the cold place where blood would only flow one direction. This worried me that I went some months not eating well. This was few months before he came back home. When he came back he found me very thin. He understood why I was that worried.  ",injuries,,,
,EM,"Wow! That’s was really a concern not so? Anyone? ",,,,
,AB,"My concern was the delay in responding to my letters. However, I was less worried because his parents and my parents were always there encouraging me. But I did raise the issue with him. And he said that don’t worry even if I delay in responding to your letters, you are always part of me, I am always impressed about your attitude towards my parents. They give very good recommendation ",letters;family,,,
,EM,"So in this case the delay in replying to your letters was your major concern.  ",letters,,,
